baseClass,equivalentClass
UMLS:C0242231,DOID:4248
UMLS:C0030100,DOID:7457
UMLS:C0029799,DOID:10247
UMLS:C0162293,DOID:10175
UMLS:C0034183,DOID:2744
UMLS:C1266179,DOID:3774
UMLS:C0271466,DOID:7439
UMLS:C0009451,DOID:1573
UMLS:C0012602,DOID:1082
UMLS:C0018922,DOID:264
UMLS:C0339527,DOID:14791
UMLS:C0334318,DOID:5658
UMLS:C0206728,DOID:5151
UMLS:C0001824,DOID:12987
UMLS:C0021874,DOID:10095
UMLS:C1511319,DOID:3004
UMLS:C0011636,DOID:8913
UMLS:C0030567,DOID:14330
UMLS:C1332885,DOID:6293
UMLS:C1336744,DOID:1975
UMLS:C0023891,DOID:14018
UMLS:C1112770,DOID:5852
UMLS:C0040414,DOID:13500
UMLS:C0242852,DOID:9719
UMLS:C0033847,DOID:2738
UMLS:C0399352,DOID:13714
UMLS:C1335307,DOID:1792
UMLS:C0600139,DOID:10286
UMLS:C1333956,DOID:482
UMLS:C0751303,DOID:6114
UMLS:C0029485,DOID:9098
UMLS:C1511318,DOID:3609
UMLS:C0272236,DOID:6620
UMLS:C1334645,DOID:7868
UMLS:C0007788,DOID:10742
UMLS:C0026113,DOID:1382
UMLS:C0155285,DOID:14233
UMLS:C1334635,DOID:8118
UMLS:C0268790,DOID:2388
UMLS:C0344289,DOID:12108
UMLS:C1334620,DOID:4230
UMLS:C0153429,DOID:10152
UMLS:C1332326,DOID:8151
UMLS:C0029400,DOID:3342
UMLS:C0007079,DOID:2176
UMLS:C0152088,DOID:6603
UMLS:C0020640,DOID:2235
UMLS:C0028768,DOID:10933
UMLS:C0158538,DOID:2490
UMLS:C1377914,DOID:4812
UMLS:C1516423,DOID:6627
UMLS:C0155243,DOID:13651
UMLS:C0005138,DOID:10322
UMLS:C0347429,DOID:10205
UMLS:C0376527,DOID:3842
UMLS:C1332989,DOID:8036
UMLS:C0334426,DOID:10044
UMLS:C0014145,DOID:1911
UMLS:C0746727,DOID:5846
UMLS:C1335787,DOID:14351
UMLS:C0002892,DOID:13381
UMLS:C0001622,DOID:3947
UMLS:C0206685,DOID:3025
UMLS:C0038159,DOID:96
UMLS:C0334611,DOID:7213
UMLS:C0004690,DOID:13033
UMLS:C0023015,DOID:93
UMLS:C0016782,DOID:9375
UMLS:C1292778,DOID:2226
UMLS:C0033687,DOID:576
UMLS:C0519063,DOID:6760
UMLS:C0039373,DOID:3320
UMLS:C0020532,DOID:6376
UMLS:C0003493,DOID:520
UMLS:C0007133,DOID:3113
UMLS:C0949691,DOID:1123
UMLS:C0037928,DOID:319
UMLS:C0239295,DOID:13146
UMLS:C1333094,DOID:10657
UMLS:C0346083,DOID:2430
UMLS:C0085700,DOID:2557
UMLS:C0002016,DOID:2934
UMLS:C1301364,DOID:7849
UMLS:C0271432,DOID:3697
UMLS:C0279780,DOID:711
UMLS:C0011436,DOID:4154
UMLS:C0040702,DOID:2768
UMLS:C1456283,DOID:251
UMLS:C0270932,DOID:8681
UMLS:C0039101,DOID:5485
UMLS:C0024899,DOID:350
UMLS:C0796430,DOID:3542
UMLS:C0043194,DOID:9169
UMLS:C0269043,DOID:5730
UMLS:C0346424,DOID:265
UMLS:C0338480,DOID:12783
UMLS:C0206720,DOID:3168
UMLS:C0334599,DOID:2669
UMLS:C1519982,DOID:6569
UMLS:C0162819,DOID:9540
UMLS:C0259783,DOID:5076
UMLS:C0017677,DOID:1455
UMLS:C0001403,DOID:13774
UMLS:C0034063,DOID:11396
UMLS:C0034372,DOID:12835
UMLS:C0025164,DOID:13186
UMLS:C1333114,DOID:6460
UMLS:C0280630,DOID:6171
UMLS:C0153581,DOID:11746
UMLS:C1333100,DOID:5519
UMLS:C1442839,DOID:9971
UMLS:C1334758,DOID:4892
UMLS:C0149649,DOID:1461
UMLS:C1302569,DOID:5207
UMLS:C1511091,DOID:2078
UMLS:C0334525,DOID:5208
UMLS:C1333644,DOID:8060
UMLS:C0162529,DOID:0060181
UMLS:C0027707,DOID:1063
UMLS:C0346360,DOID:1751
UMLS:C0149525,DOID:13689
UMLS:C0155161,DOID:11028
UMLS:C0154752,DOID:12524
UMLS:C0030486,DOID:607
UMLS:C0009363,DOID:12270
UMLS:C0334517,DOID:5834
UMLS:C0524812,DOID:4723
UMLS:C1263882,DOID:6337
UMLS:C0238052,DOID:4810
UMLS:C0001825,DOID:4540
UMLS:C0035372,DOID:1206
UMLS:C0024788,DOID:4327
UMLS:C0206653,DOID:4265
UMLS:C1335777,DOID:5373
UMLS:C0271100,DOID:4353
UMLS:C1512418,DOID:7266
UMLS:C0340305,DOID:5850
UMLS:C1514912,DOID:5639
UMLS:C1334967,DOID:7953
UMLS:C0278620,DOID:9544
UMLS:C1335396,DOID:7482
UMLS:C0020615,DOID:9993
UMLS:C1335175,DOID:6405
UMLS:C1332197,DOID:5056
UMLS:C1333616,DOID:5484
UMLS:C1335157,DOID:5480
UMLS:C0861861,DOID:5537
UMLS:C1514844,DOID:6119
UMLS:C0221026,DOID:14179
UMLS:C0018523,DOID:3981
UMLS:C1370890,DOID:8233
UMLS:C1336945,DOID:1910
UMLS:C0023760,DOID:9297
UMLS:C1334386,DOID:6085
UMLS:C0039223,DOID:10027
UMLS:C0008311,DOID:9446
UMLS:C1333967,DOID:918
UMLS:C1335572,DOID:7389
UMLS:C0152206,DOID:11853
UMLS:C0037769,DOID:2481
UMLS:C0025267,DOID:10017
UMLS:C1520083,DOID:5043
UMLS:C0155498,DOID:13491
UMLS:C0699893,DOID:3451
UMLS:C0154730,DOID:3418
UMLS:C0014848,DOID:9164
UMLS:C1333024,DOID:7041
UMLS:C0041313,DOID:407
UMLS:C0395865,DOID:3696
UMLS:C0023521,DOID:10587
UMLS:C0282488,DOID:13949
UMLS:C0001818,DOID:593
UMLS:C0349631,DOID:1703
UMLS:C0162820,DOID:3042
UMLS:C1334920,DOID:4930
UMLS:C1520097,DOID:2072
UMLS:C0006430,DOID:4331
UMLS:C0008309,DOID:5381
UMLS:C1333461,DOID:4686
UMLS:C0233795,DOID:5340
UMLS:C1334582,DOID:5677
UMLS:C0023795,DOID:14498
UMLS:C0085762,DOID:1574
UMLS:C0205825,DOID:5702
UMLS:C1336893,DOID:5427
UMLS:C0153993,DOID:13222
UMLS:C0887846,DOID:6003
UMLS:C0030477,DOID:10938
UMLS:C0005129,DOID:2217
UMLS:C0259799,DOID:12197
UMLS:C0279620,DOID:6367
UMLS:C0043207,DOID:10632
UMLS:C0154685,DOID:320
UMLS:C0016522,DOID:13620
UMLS:C0154691,DOID:11465
UMLS:C0152078,DOID:9346
UMLS:C0346286,DOID:3187
UMLS:C0263859,DOID:13677
UMLS:C0020441,DOID:12733
UMLS:C0035352,DOID:2889
UMLS:C0011880,DOID:1837
UMLS:C0019077,DOID:2718
UMLS:C0020623,DOID:1387
UMLS:C0085109,DOID:11382
UMLS:C0152132,DOID:11561
UMLS:C0032587,DOID:4308
UMLS:C0040961,DOID:4080
UMLS:C0220704,DOID:12583
UMLS:C0855009,DOID:4388
UMLS:C0265706,DOID:11044
UMLS:C0002831,DOID:12841
UMLS:C0345713,DOID:2597
UMLS:C0009592,DOID:11457
UMLS:C0024408,DOID:1440
UMLS:C0027086,DOID:2691
UMLS:C0155930,DOID:12661
UMLS:C0041331,DOID:9305
UMLS:C0009171,DOID:809
UMLS:C0854196,DOID:3117
UMLS:C0279658,DOID:5535
UMLS:C0341110,DOID:6297
UMLS:C0025534,DOID:896
UMLS:C0158981,DOID:11717
UMLS:C0262565,DOID:5855
UMLS:C0038354,DOID:76
UMLS:C0042167,DOID:12574
UMLS:C0155209,DOID:10120
UMLS:C0025472,DOID:13252
UMLS:C1333086,DOID:5775
UMLS:C0334607,DOID:7210
UMLS:C0334330,DOID:5914
UMLS:C0014236,DOID:4692
UMLS:C0233711,DOID:600
UMLS:C0205792,DOID:1283
UMLS:C1334572,DOID:6579
UMLS:C0025193,DOID:2848
UMLS:C1333375,DOID:6307
UMLS:C0040147,DOID:7166
UMLS:C1519001,DOID:956
UMLS:C1720189,DOID:963
UMLS:C0022336,DOID:11949
UMLS:C0007107,DOID:2596
UMLS:C0010267,DOID:338
UMLS:C0281784,DOID:4587
UMLS:C0346601,DOID:7696
UMLS:C0549473,DOID:3963
UMLS:C1518359,DOID:6571
UMLS:C1377605,DOID:7231
UMLS:C0265965,DOID:2729
UMLS:C1333645,DOID:6054
UMLS:C0022951,DOID:10604
UMLS:C0153619,DOID:11819
UMLS:C0022387,DOID:2842
UMLS:C0334506,DOID:5494
UMLS:C0155880,DOID:9360
UMLS:C0334551,DOID:5861
UMLS:C0017160,DOID:2326
UMLS:C0029401,DOID:5408
UMLS:C0003742,DOID:11342
UMLS:C0948101,DOID:4147
UMLS:C1334660,DOID:5292
UMLS:C0020479,DOID:3145
UMLS:C0278608,DOID:5693
UMLS:C0153631,DOID:12756
UMLS:C1334602,DOID:5088
UMLS:C0280329,DOID:7583
UMLS:C1336016,DOID:9551
UMLS:C0334266,DOID:2670
UMLS:C0278511,DOID:3356
UMLS:C0024312,DOID:614
UMLS:C0156300,DOID:9911
UMLS:C0036205,DOID:13406
UMLS:C0038522,DOID:8970
UMLS:C0346188,DOID:5350
UMLS:C0021171,DOID:12305
UMLS:C1336902,DOID:1371
UMLS:C1136084,DOID:6536
UMLS:C0154065,DOID:9024
UMLS:C0268125,DOID:5813
UMLS:C0278982,DOID:7902
UMLS:C0162651,DOID:3122
UMLS:C0016735,DOID:10791
UMLS:C1333476,DOID:6559
UMLS:C1336728,DOID:4757
UMLS:C1335434,DOID:10195
UMLS:C0024748,DOID:3413
UMLS:C0154091,DOID:9053
UMLS:C1333008,DOID:6474
UMLS:C0036508,DOID:8741
UMLS:C0042133,DOID:13223
UMLS:C0019100,DOID:12206
UMLS:C0036920,DOID:8541
UMLS:C0015397,DOID:5614
UMLS:C0014752,DOID:4131
UMLS:C0334443,DOID:4360
UMLS:C0271568,DOID:9521
UMLS:C0347390,DOID:3178
UMLS:C0003165,DOID:10327
UMLS:C1335449,DOID:6553
UMLS:C0024236,DOID:4977
UMLS:C1168331,DOID:5848
UMLS:C0039319,DOID:12526
UMLS:C0032285,DOID:552
UMLS:C0012147,DOID:946
UMLS:C0008313,DOID:14268
UMLS:C0030343,DOID:12030
UMLS:C0494491,DOID:1188
UMLS:C0152200,DOID:13911
UMLS:C1336051,DOID:7824
UMLS:C0276682,DOID:9577
UMLS:C002067,DOID:1459
UMLS:C1332945,DOID:6787
UMLS:C0345905,DOID:4928
UMLS:C0036631,DOID:4440
UMLS:C0154879,DOID:8787
UMLS:C1520100,DOID:2080
UMLS:C1332251,DOID:5527
UMLS:C0155162,DOID:11988
UMLS:C1333298,DOID:3923
UMLS:C0155180,DOID:9076
UMLS:C0272202,DOID:4659
UMLS:C0001306,DOID:12351
UMLS:C0279989,DOID:7095
UMLS:C0022078,DOID:240
UMLS:C0013882,DOID:4976
UMLS:C1333062,DOID:6605
UMLS:C0155303,DOID:13329
UMLS:C0280794,DOID:5031
UMLS:C1332576,DOID:3354
UMLS:C0022667,DOID:2981
UMLS:C0032305,DOID:11339
UMLS:C0339286,DOID:10125
UMLS:C0018197,DOID:9072
UMLS:C0242342,DOID:9476
UMLS:C0043037,DOID:11165
UMLS:C0017409,DOID:9210
UMLS:C1511197,DOID:5432
UMLS:C0339320,DOID:9388
UMLS:C0027947,DOID:1227
UMLS:C0027128,DOID:82
UMLS:C1334261,DOID:4141
UMLS:C0238462,DOID:3973
UMLS:C0014887,DOID:481
UMLS:C0155102,DOID:11793
UMLS:C0162532,DOID:4346
UMLS:C1516404,DOID:4995
UMLS:C0010414,DOID:12053
UMLS:C1283271,DOID:4035
UMLS:C0040197,DOID:11285
UMLS:C1510791,DOID:2075
UMLS:C0013720,DOID:13359
UMLS:C0023051,DOID:786
UMLS:C0153477,DOID:1363
UMLS:C1290344,DOID:2801
UMLS:C0154540,DOID:11718
UMLS:C0026414,DOID:931
UMLS:C1335779,DOID:12339
UMLS:C0154206,DOID:12257
UMLS:C0278595,DOID:3516
UMLS:C1516858,DOID:7139
UMLS:C1336921,DOID:5750
UMLS:C1333067,DOID:5016
UMLS:C0340324,DOID:5854
UMLS:C0267211,DOID:2493
UMLS:C0235604,DOID:11125
UMLS:C1516425,DOID:8338
UMLS:C0040015,DOID:2219
UMLS:C0014038,DOID:9588
UMLS:C0152077,DOID:12175
UMLS:C0238019,DOID:4682
UMLS:C1096638,DOID:3605
UMLS:C1333817,DOID:5774
UMLS:C0029771,DOID:26
UMLS:C0019103,DOID:992
UMLS:C1333103,DOID:7401
UMLS:C0015190,DOID:2856
UMLS:C0238440,DOID:10087
UMLS:C0263666,DOID:14203
UMLS:C0015556,DOID:1962
UMLS:C0019021,DOID:2859
UMLS:C0027126,DOID:11722
UMLS:C1334267,DOID:4266
UMLS:C0235815,DOID:1375
UMLS:C0267963,DOID:13316
UMLS:C0023138,DOID:1930
UMLS:C0349644,DOID:12253
UMLS:C0040583,DOID:3227
UMLS:C0178879,DOID:5200
UMLS:C0152269,DOID:8642
UMLS:C0039520,DOID:970
UMLS:C1333160,DOID:6294
UMLS:C0019212,DOID:11823
UMLS:C0271333,DOID:9986
UMLS:C0334513,DOID:4488
UMLS:C1334560,DOID:8352
UMLS:C0085074,DOID:3777
UMLS:C0149526,DOID:10612
UMLS:C0037886,DOID:10794
UMLS:C0334533,DOID:11294
UMLS:C1332211,DOID:8251
UMLS:C1336888,DOID:2142
UMLS:C0346255,DOID:6245
UMLS:C1334681,DOID:5488
UMLS:C1332849,DOID:6285
UMLS:C1519926,DOID:133
UMLS:C0345983,DOID:7380
UMLS:C1334814,DOID:4678
UMLS:C1332259,DOID:3692
UMLS:C0154712,DOID:5129
UMLS:C0008487,DOID:3302
UMLS:C1334672,DOID:4691
UMLS:C0339116,DOID:10040
UMLS:C0751772,DOID:9091
UMLS:C1328840,DOID:6688
UMLS:C0007570,DOID:10608
UMLS:C0039730,DOID:10241
UMLS:C1335418,DOID:8031
UMLS:C0155120,DOID:11164
UMLS:C0153437,DOID:1521
UMLS:C1335424,DOID:3751
UMLS:C1336884,DOID:8108
UMLS:C0278594,DOID:6286
UMLS:C0334256,DOID:4300
UMLS:C1266111,DOID:5233
UMLS:C0265220,DOID:9248
UMLS:C1335316,DOID:3917
UMLS:C1334264,DOID:1140
UMLS:C1334448,DOID:5265
UMLS:C1511063,DOID:7046
UMLS:C1335107,DOID:8057
UMLS:C0036412,DOID:11343
UMLS:C0863024,DOID:14544
UMLS:C0279674,DOID:6740
UMLS:C0156312,DOID:11994
UMLS:C0029456,DOID:11476
UMLS:C0701822,DOID:12424
UMLS:C0206686,DOID:3948
UMLS:C0496814,DOID:11905
UMLS:C1333876,DOID:4561
UMLS:C0006413,DOID:8584
UMLS:C0042111,DOID:12309
UMLS:C0268542,DOID:9271
UMLS:C0011876,DOID:13328
UMLS:C0015503,DOID:2215
UMLS:C0206726,DOID:3071
UMLS:C0035022,DOID:13036
UMLS:C1334374,DOID:5457
UMLS:C0085278,DOID:2988
UMLS:C0022603,DOID:6498
UMLS:C0154159,DOID:5083
UMLS:C1260326,DOID:7848
UMLS:C0349656,DOID:5536
UMLS:C0032026,DOID:8892
UMLS:C0153420,DOID:10538
UMLS:C0040259,DOID:12403
UMLS:C0011871,DOID:10182
UMLS:C1333788,DOID:6552
UMLS:C0555191,DOID:4292
UMLS:C0153603,DOID:13169
UMLS:C0220669,DOID:14777
UMLS:C0035328,DOID:1727
UMLS:C0020498,DOID:6652
UMLS:C1514428,DOID:1791
UMLS:C0334463,DOID:1907
UMLS:C0346627,DOID:10155
UMLS:C1333799,DOID:4148
UMLS:C0008711,DOID:8252
UMLS:C0004936,DOID:150
UMLS:C0334477,DOID:5139
UMLS:C0007688,DOID:13098
UMLS:C0017412,DOID:48
UMLS:C0334320,DOID:7607
UMLS:C0021122,DOID:10937
UMLS:C1266128,DOID:2685
UMLS:C0153436,DOID:12192
UMLS:C0162280,DOID:11653
UMLS:C0279611,DOID:5179
UMLS:C1274233,DOID:613
UMLS:C0018500,DOID:421
UMLS:C0152171,DOID:14557
UMLS:C0029823,DOID:8283
UMLS:C0149642,DOID:4637
UMLS:C0153889,DOID:8747
UMLS:C0007932,DOID:12140
UMLS:C0023348,DOID:10887
UMLS:C0029376,DOID:7489
UMLS:C1334653,DOID:10661
UMLS:C0162538,DOID:11701
UMLS:C0008373,DOID:869
UMLS:C1333010,DOID:5554
UMLS:C0154744,DOID:12170
UMLS:C0015652,DOID:885
UMLS:C0010418,DOID:1733
UMLS:C0009319,DOID:0060180
UMLS:C1511192,DOID:8096
UMLS:C0270952,DOID:11719
UMLS:C0262401,DOID:4932
UMLS:C1334625,DOID:5345
UMLS:C0751908,DOID:12683
UMLS:C0024776,DOID:9269
UMLS:C0014544,DOID:1826
UMLS:C0334421,DOID:2436
UMLS:C1333370,DOID:8409
UMLS:C1511187,DOID:6210
UMLS:C1512741,DOID:7969
UMLS:C0563211,DOID:6126
UMLS:C0334612,DOID:7613
UMLS:C0019569,DOID:10487
UMLS:C1332895,DOID:3640
UMLS:C0023501,DOID:3166
UMLS:C0008475,DOID:13357
UMLS:C0686353,DOID:11724
UMLS:C0024228,DOID:75
UMLS:C0280656,DOID:4593
UMLS:C0346157,DOID:7223
UMLS:C0156259,DOID:9622
UMLS:C0029132,DOID:1891
UMLS:C0037998,DOID:2533
UMLS:C1519862,DOID:7437
UMLS:C1519847,DOID:13953
UMLS:C0001431,DOID:4542
UMLS:C0162576,DOID:7033
UMLS:C0029928,DOID:1100
UMLS:C0155155,DOID:13474
UMLS:C0346054,DOID:5769
UMLS:C002702,DOID:4960
UMLS:C0263518,DOID:1943
UMLS:C0270824,DOID:11832
UMLS:C0270629,DOID:11387
UMLS:C0406608,DOID:3927
UMLS:C0153440,DOID:12191
UMLS:C0340319,DOID:5847
UMLS:C0345010,DOID:14037
UMLS:C0085670,DOID:1036
UMLS:C0861855,DOID:7032
UMLS:C0015634,DOID:14453
UMLS:C0206628,DOID:4772
UMLS:C0220706,DOID:14766
UMLS:C0029405,DOID:3341
UMLS:C0155671,DOID:8514
UMLS:C0158447,DOID:12559
UMLS:C0006012,DOID:10930
UMLS:C0012634,DOID:4
UMLS:C0242700,DOID:4796
UMLS:C0238814,DOID:5393
UMLS:C0752166,DOID:1935
UMLS:C0028271,DOID:9672
UMLS:C1332346,DOID:8227
UMLS:C1335163,DOID:5263
UMLS:C0349622,DOID:4957
UMLS:C0496826,DOID:11813
UMLS:C1332946,DOID:6789
UMLS:C0155320,DOID:11831
UMLS:C0154911,DOID:9389
UMLS:C1518737,DOID:7650
UMLS:C1335095,DOID:7169
UMLS:C0030662,DOID:12399
UMLS:C0038986,DOID:1383
UMLS:C0155392,DOID:10520
UMLS:C0281267,DOID:6741
UMLS:C1261278,DOID:13507
UMLS:C0014547,DOID:2234
UMLS:C0152230,DOID:14443
UMLS:C0000774,DOID:13656
UMLS:C1335127,DOID:3258
UMLS:C0279680,DOID:4006
UMLS:C1334577,DOID:4921
UMLS:C0153496,DOID:14033
UMLS:C0205898,DOID:1664
UMLS:C0020876,DOID:10156
UMLS:C1370504,DOID:7867
UMLS:C0149756,DOID:9600
UMLS:C0023281,DOID:9065
UMLS:C1510961,DOID:5153
UMLS:C0031900,DOID:4258
UMLS:C0031873,DOID:12128
UMLS:C1334674,DOID:12064
UMLS:C0007114,DOID:4159
UMLS:C0013288,DOID:14495
UMLS:C1333113,DOID:5143
UMLS:C1333443,DOID:7051
UMLS:C1370658,DOID:4696
UMLS:C0021847,DOID:3878
UMLS:C0001360,DOID:14353
UMLS:C0031029,DOID:4617
UMLS:C1336774,DOID:12002
UMLS:C1258215,DOID:8440
UMLS:C0007869,DOID:3456
UMLS:C0004812,DOID:223
UMLS:C0206729,DOID:3512
UMLS:C0042961,DOID:8445
UMLS:C0345630,DOID:9310
UMLS:C0007933,DOID:9903
UMLS:C1516285,DOID:6721
UMLS:C1336036,DOID:7820
UMLS:C0281361,DOID:4074
UMLS:C1516405,DOID:8177
UMLS:C1519844,DOID:7878
UMLS:C0010690,DOID:1064
UMLS:C0085110,DOID:627
UMLS:C0042994,DOID:2059
UMLS:C1334628,DOID:4114
UMLS:C1518875,DOID:3919
UMLS:C1332552,DOID:4681
UMLS:C1336886,DOID:5307
UMLS:C0154092,DOID:9234
UMLS:C1334300,DOID:6735
UMLS:C1334598,DOID:6209
UMLS:C0236801,DOID:599
UMLS:C0023067,DOID:3437
UMLS:C1520071,DOID:6448
UMLS:C0025269,DOID:10016
UMLS:C0206647,DOID:3507
UMLS:C0031055,DOID:3671
UMLS:C0346866,DOID:10744
UMLS:C1368817,DOID:7533
UMLS:C0043324,DOID:4424
UMLS:C0023490,DOID:12965
UMLS:C0023418,DOID:1240
UMLS:C0023448,DOID:1037
UMLS:C1334565,DOID:7983
UMLS:C0280796,DOID:5349
UMLS:C0334530,DOID:2616
UMLS:C1519083,DOID:4282
UMLS:C0009186,DOID:13450
UMLS:C0032533,DOID:853
UMLS:C1275278,DOID:6496
UMLS:C0155074,DOID:12196
UMLS:C0016399,DOID:3327
UMLS:C0152069,DOID:12148
UMLS:C0543878,DOID:12859
UMLS:C0155616,DOID:11130
UMLS:C0153246,DOID:13369
UMLS:C0019624,DOID:4330
UMLS:C0039445,DOID:1270
UMLS:C1336720,DOID:4743
UMLS:C0334353,DOID:6446
UMLS:C0271370,DOID:10864
UMLS:C1518232,DOID:6899
UMLS:C1519086,DOID:4845
UMLS:C0005940,DOID:0080001
UMLS:C0025517,DOID:0014667
UMLS:C1333099,DOID:6727
UMLS:C0345799,DOID:6700
UMLS:C0002896,DOID:8955
UMLS:C0008325,DOID:1949
UMLS:C1332561,DOID:11821
UMLS:C1333407,DOID:5074
UMLS:C0282312,DOID:10773
UMLS:C0262984,DOID:4406
UMLS:C0431118,DOID:4584
UMLS:C0025464,DOID:2668
UMLS:C0158007,DOID:12084
UMLS:C0002514,DOID:9252
UMLS:C1519852,DOID:7241
UMLS:C0038531,DOID:13002
UMLS:C1517124,DOID:5598
UMLS:C0042171,DOID:13404
UMLS:C0702136,DOID:13864
UMLS:C0279622,DOID:3377
UMLS:C0024437,DOID:4448
UMLS:C0037305,DOID:1863
UMLS:C0152108,DOID:840
UMLS:C1332137,DOID:6482
UMLS:C0155640,DOID:10648
UMLS:C0036130,DOID:5733
UMLS:C0020555,DOID:420
UMLS:C0006663,DOID:182
UMLS:C0346347,DOID:3259
UMLS:C0005122,DOID:13725
UMLS:C0752342,DOID:13565
UMLS:C0003460,DOID:2983
UMLS:C0854857,DOID:5599
UMLS:C0023944,DOID:12697
UMLS:C0175701,DOID:6683
UMLS:C0085409,DOID:14040
UMLS:C0154743,DOID:4613
UMLS:C1518869,DOID:7575
UMLS:C0206652,DOID:3098
UMLS:C0268275,DOID:4795
UMLS:C0559458,DOID:4164
UMLS:C1266180,DOID:3857
UMLS:C0152198,DOID:10034
UMLS:C0016142,DOID:12402
UMLS:C0026691,DOID:13378
UMLS:C0011407,DOID:11623
UMLS:C1334708,DOID:4680
UMLS:C0154762,DOID:14184
UMLS:C1334464,DOID:7381
UMLS:C0043349,DOID:10138
UMLS:C0001080,DOID:4480
UMLS:C1519184,DOID:8072
UMLS:C1334643,DOID:7198
UMLS:C0005750,DOID:10606
UMLS:C0334323,DOID:5385
UMLS:C0279640,DOID:3033
UMLS:C0085388,DOID:1638
UMLS:C0282492,DOID:13096
UMLS:C1335390,DOID:8225
UMLS:C0859920,DOID:5375
UMLS:C0018202,DOID:2555
UMLS:C1517111,DOID:8211
UMLS:C0033835,DOID:4183
UMLS:C0085138,DOID:3540
UMLS:C0279652,DOID:3709
UMLS:C0155240,DOID:9936
UMLS:C0238525,DOID:2096
UMLS:C0153502,DOID:436
UMLS:C0153360,DOID:9173
UMLS:C0156617,DOID:1677
UMLS:C0162531,DOID:13269
UMLS:C0030483,DOID:5334
UMLS:C0017612,DOID:1067
UMLS:C1333878,DOID:5822
UMLS:C1332627,DOID:6492
UMLS:C0345916,DOID:10022
UMLS:C0341108,DOID:13921
UMLS:C0019061,DOID:12554
UMLS:C0410005,DOID:7327
UMLS:C0030319,DOID:594
UMLS:C1333596,DOID:5540
UMLS:C0155366,DOID:11816
UMLS:C1335300,DOID:7697
UMLS:C0343082,DOID:2495
UMLS:C0278805,DOID:13996
UMLS:C1332245,DOID:5628
UMLS:C0577692,DOID:6888
UMLS:C1334455,DOID:5766
UMLS:C0014068,DOID:2034
UMLS:C0235025,DOID:683
UMLS:C0920349,DOID:5684
UMLS:C0040630,DOID:10919
UMLS:C1518747,DOID:6511
UMLS:C0149505,DOID:952
UMLS:C0346326,DOID:4992
UMLS:C0282687,DOID:4325
UMLS:C0011432,DOID:698
UMLS:C0016470,DOID:3044
UMLS:C0030328,DOID:1525
UMLS:C1335395,DOID:7818
UMLS:C0347446,DOID:13743
UMLS:C1367554,DOID:2776
UMLS:C0220767,DOID:14737
UMLS:C0152064,DOID:10784
UMLS:C0155398,DOID:9462
UMLS:C0032046,DOID:11060
UMLS:C0162482,DOID:997
UMLS:C0031090,DOID:3388
UMLS:C1336009,DOID:5740
UMLS:C1511207,DOID:7244
UMLS:C1367859,DOID:5030
UMLS:C0016952,DOID:9870
UMLS:C0280787,DOID:5890
UMLS:C0155784,DOID:9745
UMLS:C1334436,DOID:7515
UMLS:C0553980,DOID:12932
UMLS:C1333760,DOID:7635
UMLS:C1377909,DOID:5973
UMLS:C1332863,DOID:5776
UMLS:C0155305,DOID:12010
UMLS:C1517114,DOID:5324
UMLS:C0155354,DOID:14230
UMLS:C0013240,DOID:13585
UMLS:C0271558,DOID:3646
UMLS:C0740372,DOID:903
UMLS:C1334226,DOID:6752
UMLS:C0752138,DOID:13089
UMLS:C1336917,DOID:4113
UMLS:C0334370,DOID:5670
UMLS:C0220616,DOID:2068
UMLS:C0039614,DOID:11338
UMLS:C0497243,DOID:176
UMLS:C0155072,DOID:10439
UMLS:C1135191,DOID:9651
UMLS:C0154789,DOID:11776
UMLS:C0001355,DOID:3021
UMLS:C1260386,DOID:14080
UMLS:C1336873,DOID:4938
UMLS:C1257763,DOID:654
UMLS:C1336981,DOID:6944
UMLS:C0155267,DOID:9945
UMLS:C1333957,DOID:501
UMLS:C0279557,DOID:4829
UMLS:C0153278,DOID:11316
UMLS:C0006306,DOID:11076
UMLS:C0949595,DOID:14450
UMLS:C1136033,DOID:3663
UMLS:C1368019,DOID:3443
UMLS:C0037221,DOID:758
UMLS:C0220744,DOID:14671
UMLS:C1332278,DOID:7175
UMLS:C0162836,DOID:2280
UMLS:C0040954,DOID:1252
UMLS:C0041325,DOID:9801
UMLS:C1265997,DOID:7480
UMLS:C1335417,DOID:6857
UMLS:C1263903,DOID:3198
UMLS:C0263638,DOID:5949
UMLS:C0220757,DOID:14798
UMLS:C0155390,DOID:221
UMLS:C0020480,DOID:1172
UMLS:C0013447,DOID:2742
UMLS:C0280333,DOID:5515
UMLS:C1332907,DOID:6291
UMLS:C1384514,DOID:12028
UMLS:C0039144,DOID:327
UMLS:C0026267,DOID:988
UMLS:C1377850,DOID:5479
UMLS:C0005283,DOID:12241
UMLS:C0036850,DOID:1079
UMLS:C0279693,DOID:6992
UMLS:C0268799,DOID:9621
UMLS:C0038463,DOID:10955
UMLS:C0001206,DOID:2449
UMLS:C0281332,DOID:6648
UMLS:C0003949,DOID:10320
UMLS:C1334759,DOID:5387
UMLS:C0268237,DOID:3762
UMLS:C0153614,DOID:11818
UMLS:C0037198,DOID:3572
UMLS:C0280336,DOID:4633
UMLS:C1519921,DOID:134
UMLS:C0949664,DOID:680
UMLS:C0017926,DOID:11721
UMLS:C0155593,DOID:10177
UMLS:C0000889,DOID:3138
