baseClass,equivalentClass
UMLS:C0233880,DOID:13352
UMLS:C0154888,DOID:11283
UMLS:C0154682,DOID:230
UMLS:C0155188,DOID:12836
UMLS:C0023533,DOID:3766
UMLS:C0154866,DOID:13227
UMLS:C0029516,DOID:2468
UMLS:C0206660,DOID:3304
UMLS:C0349539,DOID:1992
UMLS:C1384406,DOID:4588
UMLS:C0156327,DOID:10971
UMLS:C0030583,DOID:10301
UMLS:C0042384,DOID:865
UMLS:C1260964,DOID:5570
UMLS:C0175704,DOID:14291
UMLS:C0152092,DOID:8507
UMLS:C1519706,DOID:6258
UMLS:C1367774,DOID:5591
UMLS:C1334434,DOID:8239
UMLS:C1332318,DOID:5876
UMLS:C0237020,DOID:5117
UMLS:C0158992,DOID:11246
UMLS:C0015456,DOID:3134
UMLS:C0031106,DOID:1474
UMLS:C0019575,DOID:11079
UMLS:C0156345,DOID:11429
UMLS:C0152439,DOID:8465
UMLS:C0001433,DOID:5392
UMLS:C1511307,DOID:7538
UMLS:C0007222,DOID:1287
UMLS:C0153373,DOID:8702
UMLS:C0005742,DOID:348
UMLS:C0158316,DOID:9358
UMLS:C0010072,DOID:11847
UMLS:C1335976,DOID:4437
UMLS:C0149985,DOID:4157
UMLS:C0030779,DOID:9631
UMLS:C0342405,DOID:1130
UMLS:C0153193,DOID:10802
UMLS:C0039106,DOID:2702
UMLS:C0155352,DOID:728
UMLS:C1335765,DOID:771
UMLS:C0042370,DOID:10989
UMLS:C1301270,DOID:4324
UMLS:C0242490,DOID:204
UMLS:C1515282,DOID:7675
UMLS:C0034150,DOID:3326
UMLS:C0019247,DOID:630
UMLS:C1335690,DOID:5528
UMLS:C0024894,DOID:10690
UMLS:C0238449,DOID:5551
UMLS:C0334271,DOID:4014
UMLS:C0153386,DOID:8556
UMLS:C0039743,DOID:13481
UMLS:C0017606,DOID:1405
UMLS:C0262584,DOID:5411
UMLS:C0702166,DOID:6543
UMLS:C0041315,DOID:1583
UMLS:C1519486,DOID:7461
UMLS:C0278599,DOID:7501
UMLS:C1336046,DOID:6871
UMLS:C0034152,DOID:11123
UMLS:C0162671,DOID:3687
UMLS:C0238029,DOID:7497
UMLS:C1333014,DOID:6575
UMLS:C1335942,DOID:6025
UMLS:C0728864,DOID:10811
UMLS:C0009763,DOID:6195
UMLS:C0017923,DOID:2750
UMLS:C0020620,DOID:11155
UMLS:C0085269,DOID:3677
UMLS:C0004775,DOID:445
UMLS:C0006826,DOID:162
UMLS:C0025239,DOID:4253
UMLS:C0520477,DOID:2883
UMLS:C0004509,DOID:14227
UMLS:C0153401,DOID:8663
UMLS:C0153454,DOID:10020
UMLS:C0019681,DOID:334
UMLS:C0205815,DOID:5264
UMLS:C1332612,DOID:4209
UMLS:C0043116,DOID:13137
UMLS:C0154839,DOID:14522
UMLS:C0042996,DOID:3901
UMLS:C0155233,DOID:14244
UMLS:C0040028,DOID:2224
UMLS:C0155907,DOID:1672
UMLS:C0022374,DOID:3218
UMLS:C0334505,DOID:5487
UMLS:C0007947,DOID:13778
UMLS:C1515304,DOID:8362
UMLS:C0019623,DOID:8580
UMLS:C0026277,DOID:452
UMLS:C0687140,DOID:471
UMLS:C1333441,DOID:4878
UMLS:C0268553,DOID:9274
UMLS:C1335303,DOID:7577
UMLS:C1332840,DOID:8415
UMLS:C0007121,DOID:3904
UMLS:C0023470,DOID:8692
UMLS:C0001197,DOID:2722
UMLS:C0016034,DOID:10354
UMLS:C0007118,DOID:5063
UMLS:C0728951,DOID:4902
UMLS:C0023267,DOID:127
UMLS:C0030848,DOID:8616
UMLS:C0206694,DOID:4531
UMLS:C1112474,DOID:7134
UMLS:C0153192,DOID:13943
UMLS:C1328042,DOID:3282
UMLS:C0206624,DOID:687
UMLS:C0877572,DOID:7320
UMLS:C0346303,DOID:6275
UMLS:C0011638,DOID:11917
UMLS:C0036769,DOID:3577
UMLS:C0206695,DOID:1800
UMLS:C0039503,DOID:971
UMLS:C1292777,DOID:1035
UMLS:C0334583,DOID:4851
UMLS:C0496828,DOID:11593
UMLS:C0235782,DOID:4948
UMLS:C1318533,DOID:2834
UMLS:C1266094,DOID:6917
UMLS:C1336506,DOID:3925
UMLS:C0013298,DOID:8643
UMLS:C0015526,DOID:2231
UMLS:C0004623,DOID:104
UMLS:C0154062,DOID:9174
UMLS:C0686417,DOID:2816
UMLS:C1332614,DOID:4511
UMLS:C0155655,DOID:10266
UMLS:C0152137,DOID:12570
UMLS:C0032001,DOID:1129
UMLS:C0206701,DOID:3114
UMLS:C0154788,DOID:11766
UMLS:C1266168,DOID:2704
UMLS:C1306573,DOID:3255
UMLS:C1518723,DOID:6469
UMLS:C0162359,DOID:14793
UMLS:C1335377,DOID:8110
UMLS:C0263639,DOID:664
UMLS:C1263902,DOID:337
UMLS:C1333125,DOID:5421
UMLS:C0152018,DOID:1107
UMLS:C1332968,DOID:7297
UMLS:C0270736,DOID:4990
UMLS:C0155299,DOID:11975
UMLS:C0154948,DOID:1404
UMLS:C0346181,DOID:5550
UMLS:C1332606,DOID:2127
UMLS:C0238114,DOID:960
UMLS:C0016807,DOID:9779
UMLS:C1520094,DOID:5761
UMLS:C1334169,DOID:9550
UMLS:C0346200,DOID:5729
UMLS:C0005747,DOID:529
UMLS:C0042594,DOID:3426
UMLS:C1520088,DOID:5286
UMLS:C0238463,DOID:3969
UMLS:C0020540,DOID:10824
UMLS:C0002171,DOID:986
UMLS:C0002453,DOID:13938
UMLS:C0001163,DOID:12657
UMLS:C0235618,DOID:4778
UMLS:C0029595,DOID:653
UMLS:C0155617,DOID:13731
UMLS:C1275264,DOID:5149
UMLS:C0003864,DOID:848
UMLS:C0033790,DOID:12680
UMLS:C0041333,DOID:2149
UMLS:C0155156,DOID:13473
UMLS:C0079734,DOID:8675
UMLS:C0155104,DOID:12307
UMLS:C1332269,DOID:4283
UMLS:C1334180,DOID:6192
UMLS:C0029752,DOID:1829
UMLS:C0019202,DOID:893
UMLS:C0003910,DOID:4186
UMLS:C0020502,DOID:13543
UMLS:C1515283,DOID:3579
UMLS:C0559185,DOID:7806
UMLS:C0020517,DOID:1205
UMLS:C1517154,DOID:738
UMLS:C1335342,DOID:1362
UMLS:C0042166,DOID:12732
UMLS:C0014040,DOID:5225
UMLS:C0022283,DOID:3156
UMLS:C1263892,DOID:4847
UMLS:C0019618,DOID:3405
UMLS:C0005818,DOID:2218
UMLS:C0013299,DOID:4071
UMLS:C1512736,DOID:7600
UMLS:C0023529,DOID:13088
UMLS:C0022904,DOID:1400
UMLS:C1336530,DOID:4522
UMLS:C0036231,DOID:9640
UMLS:C0037033,DOID:12901
UMLS:C1335416,DOID:6858
UMLS:C0155393,DOID:10518
UMLS:C0345676,DOID:6947
UMLS:C0855048,DOID:4549
UMLS:C0155508,DOID:12357
UMLS:C0205816,DOID:5268
UMLS:C1335325,DOID:5588
UMLS:C0018609,DOID:1060
UMLS:C0039075,DOID:11193
UMLS:C0269038,DOID:10973
UMLS:C0017662,DOID:2920
UMLS:C0010633,DOID:2634
UMLS:C1334691,DOID:7206
UMLS:C0162534,DOID:649
UMLS:C0002982,DOID:13401
UMLS:C0040435,DOID:1091
UMLS:C0162666,DOID:890
UMLS:C1332246,DOID:5308
UMLS:C0014549,DOID:7725
UMLS:C0030312,DOID:12450
UMLS:C0280131,DOID:5567
UMLS:C1332166,DOID:4944
UMLS:C0156409,DOID:11968
UMLS:C0014522,DOID:13777
UMLS:C1300133,DOID:12809
UMLS:C0153433,DOID:260
UMLS:C1515290,DOID:6693
UMLS:C1335310,DOID:13313
UMLS:C0343084,DOID:14400
UMLS:C0024441,DOID:7633
UMLS:C0029791,DOID:11705
UMLS:C0796147,DOID:9250
UMLS:C0024958,DOID:1358
UMLS:C0019291,DOID:12642
UMLS:C1300127,DOID:2643
UMLS:C1509148,DOID:495
UMLS:C0175700,DOID:14762
UMLS:C1333082,DOID:5629
UMLS:C1515306,DOID:8195
UMLS:C0013449,DOID:833
UMLS:C0153844,DOID:13005
UMLS:C1370724,DOID:3959
UMLS:C0040149,DOID:7165
UMLS:C0013514,DOID:1218
UMLS:C1512742,DOID:7968
UMLS:C0017924,DOID:2746
UMLS:C1334966,DOID:6629
UMLS:C0079293,DOID:4313
UMLS:C0026069,DOID:2810
UMLS:C0205823,DOID:10192
UMLS:C1333749,DOID:8167
UMLS:C1333377,DOID:7232
UMLS:C0175999,DOID:12123
UMLS:C0085179,DOID:998
UMLS:C0152101,DOID:9955
UMLS:C0018023,DOID:13197
UMLS:C0034089,DOID:6420
UMLS:C1518720,DOID:2150
UMLS:C0205711,DOID:3210
UMLS:C0042345,DOID:799
UMLS:C0156370,DOID:13811
UMLS:C1336877,DOID:11888
UMLS:C0020575,DOID:9837
UMLS:C0023860,DOID:11573
UMLS:C0034065,DOID:9477
UMLS:C1520073,DOID:7048
UMLS:C1335964,DOID:3503
UMLS:C0266919,DOID:5337
UMLS:C0155506,DOID:13534
UMLS:C0026684,DOID:13248
UMLS:C0031049,DOID:4962
UMLS:C0031052,DOID:14272
UMLS:C0024959,DOID:2051
UMLS:C0155300,DOID:1392
UMLS:C0272286,DOID:1587
UMLS:C0017155,DOID:8757
UMLS:C1335126,DOID:4384
UMLS:C0153166,DOID:10073
UMLS:C0334239,DOID:0050685
UMLS:C0262587,DOID:7608
UMLS:C0020506,DOID:2444
UMLS:C1334378,DOID:7144
UMLS:C1511284,DOID:1637
UMLS:C1333026,DOID:7807
UMLS:C0026618,DOID:13711
UMLS:C0022104,DOID:9778
UMLS:C0334507,DOID:5492
UMLS:C0346388,DOID:6438
UMLS:C0152272,DOID:11868
UMLS:C0004691,DOID:13031
UMLS:C0334459,DOID:8418
UMLS:C1377853,DOID:5895
UMLS:C1333147,DOID:11200
UMLS:C0004444,DOID:1509
UMLS:C1518873,DOID:7685
UMLS:C1517120,DOID:3705
UMLS:C0015481,DOID:1766
UMLS:C0040196,DOID:4109
UMLS:C0392492,DOID:11269
UMLS:C0154648,DOID:12055
UMLS:C0348343,DOID:1325
UMLS:C0033677,DOID:11801
UMLS:C0206704,DOID:4552
UMLS:C1333466,DOID:1114
UMLS:C1334246,DOID:4788
UMLS:C0037354,DOID:8736
UMLS:C0334548,DOID:2601
UMLS:C0263640,DOID:5948
UMLS:C0158982,DOID:14043
UMLS:C1332257,DOID:3447
UMLS:C0154631,DOID:13365
UMLS:C0029697,DOID:1414
UMLS:C0026847,DOID:12377
UMLS:C0155118,DOID:1237
UMLS:C0015523,DOID:2229
UMLS:C1511051,DOID:7140
UMLS:C0236969,DOID:303
UMLS:C0175703,DOID:14699
UMLS:C0936215,DOID:8455
UMLS:C0035302,DOID:8483
UMLS:C0034084,DOID:8861
UMLS:C1168401,DOID:5520
UMLS:C0039131,DOID:9856
UMLS:C0021345,DOID:8568
UMLS:C0027809,DOID:3192
UMLS:C1335503,DOID:5634
UMLS:C0157739,DOID:8529
UMLS:C0035920,DOID:8781
UMLS:C0026697,DOID:3343
UMLS:C0346366,DOID:13538
UMLS:C1332949,DOID:6939
UMLS:C1336082,DOID:5530
UMLS:C0007761,DOID:12707
UMLS:C0017661,DOID:2986
UMLS:C0280328,DOID:3752
UMLS:C0027654,DOID:688
UMLS:C1334784,DOID:5789
UMLS:C0392998,DOID:6170
UMLS:C0600079,DOID:4939
UMLS:C0028960,DOID:14228
UMLS:C0004903,DOID:5572
UMLS:C1332315,DOID:8428
UMLS:C1514907,DOID:5725
UMLS:C1333753,DOID:7221
UMLS:C0019917,DOID:9909
UMLS:C1336708,DOID:5557
UMLS:C0563238,DOID:2327
UMLS:C0008049,DOID:8659
UMLS:C1334359,DOID:4685
UMLS:C0206630,DOID:4226
UMLS:C0016756,DOID:5204
UMLS:C1456162,DOID:13629
UMLS:C0436545,DOID:3089
UMLS:C0919940,DOID:3816
UMLS:C0017921,DOID:2752
UMLS:C0028738,DOID:9650
UMLS:C0024537,DOID:12978
UMLS:C1518879,DOID:6257
UMLS:C0013395,DOID:2321
UMLS:C1518882,DOID:6975
UMLS:C0027726,DOID:1184
UMLS:C0278846,DOID:3283
UMLS:C0206115,DOID:14515
UMLS:C0155373,DOID:14199
UMLS:C0005697,DOID:12143
UMLS:C0155152,DOID:9709
UMLS:C0346191,DOID:5172
UMLS:C0162855,DOID:3141
UMLS:C0023643,DOID:8574
UMLS:C0008728,DOID:3049
UMLS:C1515308,DOID:8392
UMLS:C1333985,DOID:7192
UMLS:C0154842,DOID:13514
UMLS:C1333590,DOID:3706
UMLS:C1332556,DOID:4767
UMLS:C0037120,DOID:4374
UMLS:C0020492,DOID:205
UMLS:C0155123,DOID:14507
UMLS:C0152131,DOID:11282
UMLS:C1306122,DOID:8498
UMLS:C0206644,DOID:4415
UMLS:C1332460,DOID:7941
UMLS:C1515301,DOID:4084
UMLS:C1516599,DOID:4293
UMLS:C0018425,DOID:1415
UMLS:C0037061,DOID:10328
UMLS:C0677055,DOID:1294
UMLS:C0029442,DOID:10573
UMLS:C0154301,DOID:11126
UMLS:C1332221,DOID:5348
UMLS:C1333414,DOID:4323
UMLS:C0206638,DOID:4305
UMLS:C0155307,DOID:5655
UMLS:C0029792,DOID:9974
UMLS:C0242604,DOID:11633
UMLS:C1333426,DOID:3318
UMLS:C0040580,DOID:3225
UMLS:C0205788,DOID:474
UMLS:C0281329,DOID:7656
UMLS:C0036091,DOID:12905
UMLS:C0085167,DOID:2411
UMLS:C0156347,DOID:11428
UMLS:C1456248,DOID:14131
UMLS:C0032708,DOID:13268
UMLS:C1301365,DOID:4797
UMLS:C1333790,DOID:5561
UMLS:C0406803,DOID:5445
UMLS:C0376117,DOID:11685
UMLS:C0221013,DOID:349
UMLS:C0003463,DOID:4551
UMLS:C0154639,DOID:11574
UMLS:C0152221,DOID:10863
UMLS:C0030636,DOID:11055
UMLS:C0950121,DOID:3764
UMLS:C0752191,DOID:13722
UMLS:C0175695,DOID:14748
UMLS:C0026946,DOID:1564
UMLS:C0034220,DOID:5732
UMLS:C0278719,DOID:4656
UMLS:C0018378,DOID:12842
UMLS:C1134515,DOID:3637
UMLS:C0334473,DOID:7014
UMLS:C0152096,DOID:1085
UMLS:C0004681,DOID:12522
UMLS:C1333516,DOID:3814
UMLS:C0155430,DOID:1999
UMLS:C0028866,DOID:11550
UMLS:C0275742,DOID:11750
UMLS:C0339820,DOID:2163
UMLS:C0238034,DOID:1626
UMLS:C0041952,DOID:14146
UMLS:C0085078,DOID:3211
UMLS:C0521648,DOID:11161
UMLS:C0238377,DOID:10329
UMLS:C1263896,DOID:3421
UMLS:C1332554,DOID:4064
UMLS:C0155636,DOID:10649
UMLS:C0155805,DOID:14225
UMLS:C0022593,DOID:161
UMLS:C0009765,DOID:11227
UMLS:C0205648,DOID:5403
UMLS:C1336029,DOID:6827
UMLS:C0268547,DOID:14755
UMLS:C0269047,DOID:13736
UMLS:C0393666,DOID:0050785
UMLS:C1328479,DOID:1798
UMLS:C0035326,DOID:1729
UMLS:C0748540,DOID:1577
UMLS:C0155596,DOID:11520
UMLS:C0280791,DOID:7907
UMLS:C0037286,DOID:3165
UMLS:C0152208,DOID:9841
UMLS:C0345946,DOID:12003
UMLS:C0878675,DOID:4329
UMLS:C0154575,DOID:11507
UMLS:C0345978,DOID:8288
UMLS:C0018022,DOID:13198
UMLS:C0007773,DOID:11390
UMLS:C0035597,DOID:11103
UMLS:C0029770,DOID:214
UMLS:C0152800,DOID:827
UMLS:C0600336,DOID:8508
UMLS:C0752322,DOID:3330
UMLS:C0155145,DOID:2475
UMLS:C0013364,DOID:11589
UMLS:C0151514,DOID:2733
UMLS:C0085270,DOID:9369
UMLS:C1333069,DOID:8137
UMLS:C1332560,DOID:13109
UMLS:C1334385,DOID:5254
UMLS:C1510784,DOID:10368
UMLS:C0546345,DOID:4777
UMLS:C0948967,DOID:3013
UMLS:C0157946,DOID:8398
UMLS:C1321869,DOID:6938
UMLS:C1333595,DOID:5597
UMLS:C0023049,DOID:9790
UMLS:C0152255,DOID:11029
UMLS:C0346018,DOID:5569
UMLS:C0014747,DOID:9097
UMLS:C0156319,DOID:9504
UMLS:C1334596,DOID:6086
UMLS:C0155264,DOID:12359
UMLS:C0205874,DOID:139
UMLS:C0238152,DOID:5262
UMLS:C0339121,DOID:1822
UMLS:C0010037,DOID:11030
UMLS:C0751785,DOID:3535
UMLS:C0037899,DOID:1927
UMLS:C0859960,DOID:625
UMLS:C1519851,DOID:6139
UMLS:C0206699,DOID:3603
UMLS:C1321220,DOID:2996
UMLS:C0155478,DOID:11235
UMLS:C0238122,DOID:1963
UMLS:C1262481,DOID:4031
UMLS:C0011981,DOID:10480
UMLS:C1336096,DOID:8275
UMLS:C0861859,DOID:3494
UMLS:C0035290,DOID:4394
UMLS:C1517842,DOID:7880
UMLS:C1333292,DOID:6677
UMLS:C0334321,DOID:5401
UMLS:C0496779,DOID:11239
UMLS:C1334566,DOID:14535
UMLS:C1258104,DOID:1580
UMLS:C0027092,DOID:11830
UMLS:C1333593,DOID:8186
UMLS:C1516435,DOID:3743
UMLS:C1335169,DOID:4115
UMLS:C0015269,DOID:10236
UMLS:C0158674,DOID:12641
UMLS:C0155396,DOID:10519
UMLS:C0220687,DOID:14780
UMLS:C0154855,DOID:12164
UMLS:C0021830,DOID:9868
UMLS:C1334254,DOID:4846
UMLS:C1332204,DOID:6090
UMLS:C0345726,DOID:8002
UMLS:C0029531,DOID:83
UMLS:C0152098,DOID:9892
UMLS:C0270549,DOID:14320
UMLS:C0155010,DOID:12668
UMLS:C0009759,DOID:4251
UMLS:C0278963,DOID:749
UMLS:C0020594,DOID:13868
UMLS:C1518164,DOID:736
UMLS:C0153599,DOID:11839
UMLS:C0155257,DOID:11231
UMLS:C0155088,DOID:9857
UMLS:C0023458,DOID:1040
UMLS:C0015702,DOID:13628
UMLS:C1335308,DOID:7234
UMLS:C0039685,DOID:6419
UMLS:C0014852,DOID:6050
UMLS:C0154944,DOID:1066
UMLS:C0152445,DOID:9717
UMLS:C0155806,DOID:9506
UMLS:C0152135,DOID:13135
UMLS:C0012561,DOID:10075
UMLS:C0043395,DOID:9682
UMLS:C0206622,DOID:2609
UMLS:C1334649,DOID:4525
UMLS:C1384408,DOID:4594
UMLS:C0014238,DOID:1398
UMLS:C0015467,DOID:13865
UMLS:C0040262,DOID:9060
UMLS:C1272677,DOID:2678
UMLS:C0085390,DOID:3012
UMLS:C0334247,DOID:5521
UMLS:C0238324,DOID:2156
UMLS:C0003950,DOID:456
UMLS:C0020579,DOID:9972
UMLS:C1332492,DOID:1616
UMLS:C0154094,DOID:8792
UMLS:C1518721,DOID:2143
UMLS:C1510502,DOID:5389
UMLS:C1332976,DOID:6089
UMLS:C1335108,DOID:8256
UMLS:C0268708,DOID:4675
UMLS:C0153575,DOID:9459
UMLS:C1332301,DOID:4436
UMLS:C1333371,DOID:173
UMLS:C0948480,DOID:4247
UMLS:C0546835,DOID:12298
UMLS:C0155502,DOID:13941
UMLS:C0003952,DOID:3108
UMLS:C0152422,DOID:11367
UMLS:C0154980,DOID:13574
UMLS:C0238103,DOID:7528
UMLS:C1332959,DOID:5059
UMLS:C1332955,DOID:6423
UMLS:C0152138,DOID:9378
UMLS:C1334619,DOID:4043
UMLS:C0917875,DOID:13185
UMLS:C1511317,DOID:1623
UMLS:C1333745,DOID:5140
UMLS:C0152163,DOID:12072
UMLS:C0678222,DOID:3459
UMLS:C0270726,DOID:4252
UMLS:C1511052,DOID:6961
UMLS:C0022658,DOID:557
UMLS:C0020545,DOID:1591
UMLS:C0154290,DOID:13120
UMLS:C0038016,DOID:6682
UMLS:C0021355,DOID:9463
UMLS:C0155019,DOID:11874
UMLS:C1332956,DOID:7516
UMLS:C0030246,DOID:4398
UMLS:C0026848,DOID:423
UMLS:C0019360,DOID:8536
UMLS:C0009426,DOID:6950
UMLS:C1336047,DOID:13742
UMLS:C1517117,DOID:1970
UMLS:C0936282,DOID:4766
UMLS:C0856900,DOID:2687
UMLS:C0027819,DOID:769
UMLS:C0154840,DOID:8482
UMLS:C0339129,DOID:6970
UMLS:C0018055,DOID:14449
UMLS:C0524662,DOID:2559
UMLS:C1335131,DOID:9987
UMLS:C0011854,DOID:9744
UMLS:C1332270,DOID:7708
UMLS:C0221244,DOID:8941
UMLS:C1333422,DOID:7040
UMLS:C0028817,DOID:14223
UMLS:C1332462,DOID:7047
UMLS:C0022596,DOID:3390
UMLS:C0279637,DOID:4908
UMLS:C0751932,DOID:1187
UMLS:C1331534,DOID:5438
UMLS:C0013481,DOID:14289
UMLS:C0038437,DOID:724
UMLS:C0027060,DOID:817
UMLS:C1336940,DOID:5283
UMLS:C1513718,DOID:7024
UMLS:C0003081,DOID:12273
UMLS:C1332262,DOID:7177
UMLS:C0155078,DOID:13626
UMLS:C1336000,DOID:7506
UMLS:C0346260,DOID:5977
UMLS:C0019937,DOID:11486
UMLS:C1332193,DOID:6018
UMLS:C1328252,DOID:9155
UMLS:C0585442,DOID:3376
UMLS:C1333974,DOID:6370
UMLS:C1332314,DOID:5999
UMLS:C0020646,DOID:10892
UMLS:C0019064,DOID:11482
UMLS:C0011849,DOID:9351
UMLS:C0155359,DOID:11595
UMLS:C0153551,DOID:1649
UMLS:C0004659,DOID:1412
UMLS:C0853105,DOID:3449
UMLS:C0156321,DOID:10691
UMLS:C0162739,DOID:13133
UMLS:C1333093,DOID:5259
UMLS:C0019342,DOID:8704
UMLS:C0155889,DOID:2708
UMLS:C1332243,DOID:3502
UMLS:C0699790,DOID:1520
UMLS:C0013146,DOID:302
UMLS:C0013289,DOID:4072
UMLS:C0152202,DOID:11491
UMLS:C0155673,DOID:12326
UMLS:C1336042,DOID:4153
UMLS:C0018889,DOID:883
UMLS:C0023467,DOID:9119
UMLS:C1519710,DOID:6259
UMLS:C0040522,DOID:3107
UMLS:C0546996,DOID:11302
UMLS:C1332983,DOID:7762
UMLS:C0019045,DOID:2860
UMLS:C1332224,DOID:5590
UMLS:C0035078,DOID:1074
UMLS:C0019243,DOID:14735
UMLS:C0026764,DOID:9538
UMLS:C1511190,DOID:6932
UMLS:C0334481,DOID:4065
UMLS:C0155191,DOID:13113
UMLS:C0154536,DOID:670
UMLS:C1334370,DOID:10070
UMLS:C1368910,DOID:5566
UMLS:C1306214,DOID:7004
UMLS:C0155487,DOID:11129
UMLS:C0162871,DOID:7693
UMLS:C0155514,DOID:566
UMLS:C0029841,DOID:8672
UMLS:C0280330,DOID:7584
UMLS:C0153365,DOID:8601
UMLS:C0030578,DOID:13117
UMLS:C0020541,DOID:10762
UMLS:C1332327,DOID:5146
UMLS:C0153139,DOID:4156
UMLS:C0155270,DOID:12363
UMLS:C0016627,DOID:4492
UMLS:C0002418,DOID:10376
UMLS:C1515024,DOID:3038
UMLS:C1511313,DOID:5370
UMLS:C1377604,DOID:6639
UMLS:C0022810,DOID:11320
UMLS:C0155490,DOID:11433
UMLS:C0349561,DOID:3999
UMLS:C0280783,DOID:6811
UMLS:C0155149,DOID:2455
UMLS:C1517109,DOID:5478
UMLS:C0751931,DOID:4196
UMLS:C0206734,DOID:5241
UMLS:C0267924,DOID:14269
UMLS:C0152079,DOID:14133
UMLS:C1332981,DOID:4690
UMLS:C0153611,DOID:11814
UMLS:C0153439,DOID:218
UMLS:C0038539,DOID:11389
UMLS:C0026850,DOID:9884
UMLS:C0334522,DOID:7202
UMLS:C1517128,DOID:4008
UMLS:C0152190,DOID:10377
UMLS:C1334255,DOID:5615
UMLS:C0162533,DOID:3133
UMLS:C0152249,DOID:9906
UMLS:C0346256,DOID:262
UMLS:C0259786,DOID:5058
UMLS:C0030764,DOID:13351
UMLS:C0155146,DOID:9512
UMLS:C0474809,DOID:3001
UMLS:C0158991,DOID:9771
UMLS:C0014534,DOID:9402
UMLS:C1112437,DOID:4389
UMLS:C0156348,DOID:11430
UMLS:C0036474,DOID:13724
UMLS:C1333821,DOID:8420
UMLS:C0003500,DOID:5805
UMLS:C1334357,DOID:1293
UMLS:C1263899,DOID:1760
UMLS:C0266846,DOID:10461
UMLS:C1519845,DOID:7242
UMLS:C1148546,DOID:4370
UMLS:C0346787,DOID:4364
UMLS:C0152207,DOID:1142
UMLS:C1334801,DOID:5495
UMLS:C0162849,DOID:8573
UMLS:C0948740,DOID:7378
UMLS:C1334253,DOID:5469
UMLS:C0014536,DOID:3618
UMLS:C1516417,DOID:6659
UMLS:C0334056,DOID:3274
UMLS:C0155286,DOID:929
UMLS:C0153489,DOID:11920
UMLS:C1331541,DOID:7350
UMLS:C1275627,DOID:3666
UMLS:C0865502,DOID:2536
UMLS:C0234512,DOID:4970
UMLS:C1333597,DOID:7986
UMLS:C0154751,DOID:12529
UMLS:C0346185,DOID:5511
UMLS:C0279706,DOID:7599
UMLS:C1334757,DOID:4749
UMLS:C0751778,DOID:891
UMLS:C1333759,DOID:7133
UMLS:C0205833,DOID:3861
UMLS:C0022734,DOID:12400
UMLS:C0278622,DOID:8369
UMLS:C1518746,DOID:2153
UMLS:C0033951,DOID:10132
UMLS:C0006542,DOID:10323
UMLS:C0003851,DOID:5160
UMLS:C0153064,DOID:10843
UMLS:C0346019,DOID:4683
UMLS:C1511934,DOID:4160
UMLS:C0027983,DOID:2929
UMLS:C1266023,DOID:7539
UMLS:C1334208,DOID:6996
UMLS:C1336066,DOID:4334
UMLS:C0220663,DOID:14778
UMLS:C0334579,DOID:3078
UMLS:C1135229,DOID:12070
UMLS:C1334970,DOID:3873
UMLS:C0042266,DOID:10131
UMLS:C0220692,DOID:14683
UMLS:C0476254,DOID:4428
UMLS:C0002881,DOID:589
UMLS:C0338591,DOID:13027
UMLS:C0279701,DOID:7610
UMLS:C0152205,DOID:9888
UMLS:C0156087,DOID:13687
UMLS:C0155105,DOID:12311
UMLS:C1519233,DOID:14545
UMLS:C0334554,DOID:5638
UMLS:C0009207,DOID:2962
UMLS:C0019163,DOID:2043
UMLS:C0852077,DOID:2214
UMLS:C1335414,DOID:5553
UMLS:C0154653,DOID:10341
UMLS:C0162565,DOID:3890
UMLS:C0220776,DOID:14789
UMLS:C1332953,DOID:8078
UMLS:C0024141,DOID:9074
UMLS:C1112577,DOID:4038
UMLS:C0152026,DOID:11563
UMLS:C0030491,DOID:9088
UMLS:C0036133,DOID:10972
UMLS:C0155241,DOID:9939
UMLS:C1321427,DOID:8353
UMLS:C0028709,DOID:374
UMLS:C0152814,DOID:1251
UMLS:C0018051,DOID:14447
UMLS:C0034188,DOID:11401
UMLS:C0155460,DOID:13790
UMLS:C0008412,DOID:8456
UMLS:C0018050,DOID:2277
UMLS:C0008354,DOID:1498
UMLS:C0041881,DOID:551
UMLS:C0041295,DOID:399
UMLS:C0152062,DOID:12096
UMLS:C1332196,DOID:3865
UMLS:C0038994,DOID:11599
UMLS:C0036339,DOID:10936
UMLS:C0271086,DOID:9867
UMLS:C0263962,DOID:12581
UMLS:C0238352,DOID:11838
UMLS:C1335928,DOID:3197
UMLS:C0280135,DOID:5936
UMLS:C0345668,DOID:1364
UMLS:C0029630,DOID:10273
UMLS:C0238330,DOID:3444
UMLS:C0013502,DOID:1496
UMLS:C1332337,DOID:7596
UMLS:C0153261,DOID:1759
UMLS:C1318543,DOID:314
UMLS:C1332632,DOID:5701
UMLS:C0085209,DOID:5435
UMLS:C0018477,DOID:3332
UMLS:C1333620,DOID:6841
UMLS:C0023895,DOID:409
UMLS:C1332209,DOID:6495
UMLS:C0155069,DOID:9910
UMLS:C0851140,DOID:8991
UMLS:C0013578,DOID:4110
UMLS:C1336543,DOID:3201
UMLS:C1332356,DOID:2621
UMLS:C0021843,DOID:8437
UMLS:C1334569,DOID:14534
UMLS:C0024449,DOID:13078
UMLS:C1336824,DOID:4647
UMLS:C1333813,DOID:4438
UMLS:C0039133,DOID:9531
UMLS:C0002624,DOID:4543
